Disease ID	Name	Mnemonic	Description
DI-04559	Adams-Oliver syndrome 6	AOS6	A form of Adams-Oliver syndrome, a disorder characterized by the congenital absence of skin (aplasia cutis congenita) in combination with transverse limb defects. Aplasia cutis congenita can be located anywhere on the body, but in the vast majority of the cases, it is present on the posterior parietal region where it is often associated with an underlying defect of the parietal bones. Limb abnormalities are typically limb truncation defects affecting the distal phalanges or entire digits (true ectrodactyly). Only rarely, metatarsals/metacarpals or more proximal limb structures are also affected. Apart from transverse limb defects, syndactyly, most commonly of second and third toes, can also be observed. The clinical features are highly variable and can also include cardiovascular malformations, brain abnormalities and vascular defects such as cutis marmorata and dilated scalp veins.
DI-01188	Adenine phosphoribosyltransferase deficiency	APRTD	An enzymatic deficiency that can lead to urolithiasis and renal failure. Patients have 2,8-dihydroxyadenine (DHA) urinary stones.
DI-00038	Adenosine monophosphate deaminase deficiency erythrocyte type	AMPDDE	A metabolic disorder due to lack of activity of the erythrocyte isoform of AMP deaminase. It is a clinically asymptomatic condition characterized by a 50% increase in steady-state levels of ATP in affected cells. Individuals with complete deficiency of erythrocyte AMP deaminase are healthy and have no hematologic disorders.
DI-00040	Adenylosuccinase deficiency	ADSLD	An autosomal recessive disorder characterized by the accumulation in the body fluids of succinylaminoimidazole-carboxamide riboside (SAICA-riboside) and succinyladenosine (S-Ado). Most children display marked psychomotor delay, often accompanied by epilepsy or autistic features, or both, although some patients may be less profoundly retarded. Occasionally, growth retardation and muscular wasting are also present.
DI-03267	Adermatoglyphia	ADERM	An autosomal dominant condition characterized by the lack of epidermal ridges on the palms and soles, which results in the absence of fingerprints, and is associated with a reduced number of sweat gland openings and reduced sweating of palms and soles.
DI-01174	Adie pupil	ADIEP	A stationary, benign disorder characterized by tonic, sluggishly reacting pupil and hypoactive or absent tendon reflexes. Adie pupil is a characteristic of Charcot-Marie-Tooth disease type 2J.
DI-00041	Adiponectin deficiency	ADPND	A condition that results in very low concentrations of plasma adiponectin.
DI-01407	Adrenal hyperplasia 1	AH1	The most severe form of adrenal hyperplasia. It is a condition characterized by onset of profound adrenocortical insufficiency shortly after birth, hyperpigmentation reflecting increased production of pro-opiomelanocortin, elevated plasma renin activity as a consequence of reduced aldosterone synthesis, and male pseudohermaphroditism resulting from deficient fetal testicular testosterone synthesis. Affected individuals are phenotypic females irrespective of gonadal sex, and frequently die in infancy if mineralocorticoid and glucocorticoid replacement are not instituted.
DI-00042	Adrenal hyperplasia 2	AH2	A form of congenital adrenal hyperplasia, a common recessive disease due to defective synthesis of cortisol. Congenital adrenal hyperplasia is characterized by androgen excess leading to ambiguous genitalia in affected females, rapid somatic growth during childhood in both sexes with premature closure of the epiphyses and short adult stature. Four clinical types: 'salt wasting' (SW, the most severe type), 'simple virilizing' (SV, less severely affected patients), with normal aldosterone biosynthesis, 'non-classic form' or late-onset (NC or LOAH) and 'cryptic' (asymptomatic). In AH2, virilization is much less marked or does not occur. AH2 is frequently lethal in early life.
DI-00043	Adrenal hyperplasia 3	AH3	A form of congenital adrenal hyperplasia, a common recessive disease due to defective synthesis of cortisol. Congenital adrenal hyperplasia is characterized by androgen excess leading to ambiguous genitalia in affected females, rapid somatic growth during childhood in both sexes with premature closure of the epiphyses and short adult stature. Four clinical types: 'salt wasting' (SW, the most severe type), 'simple virilizing' (SV, less severely affected patients), with normal aldosterone biosynthesis, 'non-classic form' or late-onset (NC or LOAH) and 'cryptic' (asymptomatic).
DI-00044	Adrenal hyperplasia 4	AH4	A form of congenital adrenal hyperplasia, a common recessive disease due to defective synthesis of cortisol. Congenital adrenal hyperplasia is characterized by androgen excess leading to ambiguous genitalia in affected females, rapid somatic growth during childhood in both sexes with premature closure of the epiphyses and short adult stature. Four clinical types: 'salt wasting' (SW, the most severe type), 'simple virilizing' (SV, less severely affected patients), with normal aldosterone biosynthesis, 'non-classic form' or late-onset (NC or LOAH) and 'cryptic' (asymptomatic).
DI-00045	Adrenal hyperplasia 5	AH5	A form of congenital adrenal hyperplasia, a common recessive disease due to defective synthesis of cortisol. Congenital adrenal hyperplasia is characterized by androgen excess leading to ambiguous genitalia in affected females, rapid somatic growth during childhood in both sexes with premature closure of the epiphyses and short adult stature. Four clinical types: 'salt wasting' (SW, the most severe type), 'simple virilizing' (SV, less severely affected patients), with normal aldosterone biosynthesis, 'non-classic form' or late-onset (NC or LOAH) and 'cryptic' (asymptomatic).
DI-02426	Adrenal hypoplasia, congenital	AHC	A disorder of adrenal gland development characterized by absence of the permanent zone of the adrenal cortex, structural disorganization of the adrenal glands, adrenal insufficiency and profound hormonal deficiencies. AHC patients manifest primary adrenal failure usually in early infancy, and hypogonadotropic hypogonadism leading to absent or incomplete sexual maturation. AHC can be inherited in an X-linked or autosomal recessive pattern.
DI-03022	Adrenal insufficiency, congenital, with 46,XY sex reversal	AICSR	A rare disorder that can present as acute adrenal insufficiency in infancy or childhood. ACTH and plasma renin activity are elevated and adrenal steroids are inappropriately low or absent; the 46,XY patients have female external genitalia, sometimes with clitoromegaly. The phenotypic spectrum ranges from prematurity, complete underandrogenization, and severe early-onset adrenal failure to term birth with clitoromegaly and later-onset adrenal failure. Patients with congenital adrenal insufficiency do not manifest the massive adrenal enlargement typical of congenital lipoid adrenal hyperplasia.
DI-02740	Adrenocortical carcinoma	ADCC	A malignant neoplasm of the adrenal cortex and a rare childhood tumor. It occurs with increased frequency in patients with Beckwith-Wiedemann syndrome and Li-Fraumeni syndrome.
DI-00047	Adrenocortical insufficiency, without ovarian defect	ACIWOD	A disorder that is characterized by severe 'slackness,' muscular hypotonia. There is decreased sodium, increased potassium and elevated ACTH.
DI-00050	Adrenoleukodystrophy	ALD	A peroxisomal metabolic disorder characterized by progressive multifocal demyelination of the central nervous system and by peripheral adrenal insufficiency (Addison disease). It results in mental deterioration, corticospinal tract dysfunction, and cortical blindness. Different clinical manifestations exist like: cerebral childhood ALD (CALD), adult cerebral ALD (ACALD), adrenomyeloneuropathy (AMN) and 'Addison disease only' (ADO) phenotype.
DI-00049	Adrenoleukodystrophy, pseudoneonatal	Pseudo-NALD	A peroxisomal single-enzyme disorder of fatty acid beta-oxidation, resulting in clinical manifestations that remind neonatal adrenoleukodystrophy. Clinical features include mental retardation, leukodystrophy, seizures, mild hepatomegaly, hearing deficit. Pseudo-NALD is characterized by increased plasma levels of very-long chain fatty acids, due to decreased or absent peroxisome acyl-CoA oxidase activity. Peroxisomes are intact and functioning.
DI-01548	Advanced sleep phase syndrome, familial, 1	FASPS1	A disorder characterized by very early sleep onset and offset. Individuals are 'morning larks' with a 4 hours advance of the sleep, temperature and melatonin rhythms.
DI-03718	Advanced sleep phase syndrome, familial, 2	FASPS2	A disorder characterized by very early sleep onset and offset. Individuals are 'morning larks' with a 4 hours advance of the sleep, temperature and melatonin rhythms.
DI-04696	Advanced sleep phase syndrome, familial, 3	FASPS3	A disorder characterized by very early sleep onset and offset. Individuals are 'morning larks' with a 4 hours advance of the sleep, temperature and melatonin rhythms.
DI-01249	Agammaglobulinemia 1, autosomal recessive	AGM1	A primary immunodeficiency characterized by profoundly low or absent serum antibodies and low or absent circulating B cells due to an early block of B-cell development. Affected individuals develop severe infections in the first years of life.
